Date	Open	High	Low	Close 	Adj Close 	Volume
Nov 23, 2025	84,648.61	88,038.47	84,641.77	86,805.01	86,805.01	58,083,435,576
Nov 22, 2025	85,098.56	85,503.01	83,490.90	84,648.36	84,648.36	40,793,099,246
Nov 21, 2025	86,528.77	87,380.80	80,659.81	85,090.69	85,090.69	129,157,506,112
Nov 20, 2025	91,459.35	93,025.07	86,040.80	86,631.90	86,631.90	97,970,645,638
Nov 19, 2025	92,946.16	92,946.16	88,526.83	91,465.99	91,465.99	80,350,354,656
Nov 18, 2025	92,094.53	93,745.08	89,300.46	92,948.88	92,948.88	101,333,569,062
Nov 17, 2025	94,180.88	95,928.37	91,214.76	92,093.88	92,093.88	94,186,165,724
Nov 16, 2025	95,556.87	96,564.19	92,971.16	94,177.08	94,177.08	71,086,235,862
Nov 15, 2025	94,420.47	96,728.47	94,420.47	95,549.15	95,549.15	38,500,716,654
Nov 14, 2025	99,694.70	99,804.43	94,000.73	94,397.79	94,397.79	114,346,441,890
Nov 13, 2025	101,674.15	104,005.49	97,988.72	99,697.49	99,697.49	101,546,815,416
Nov 12, 2025	103,011.44	105,297.23	100,836.62	101,663.19	101,663.19	64,347,179,408
Nov 11, 2025	105,996.86	107,428.26	102,457.33	102,997.47	102,997.47	71,130,078,574
Nov 10, 2025	104,723.77	106,564.70	104,350.65	105,996.59	105,996.59	69,585,887,229
Nov 9, 2025	102,278.98	105,418.37	101,468.88	104,719.64	104,719.64	59,679,243,013
Nov 8, 2025	103,371.70	103,373.56	101,458.04	102,282.12	102,282.12	51,446,691,095
Nov 7, 2025	101,286.24	104,052.91	99,257.05	103,372.41	103,372.41	92,168,030,081
Nov 6, 2025	103,893.66	104,147.30	100,336.87	101,301.29	101,301.29	63,932,752,861
Nov 5, 2025	101,579.23	104,534.70	98,989.91	103,891.84	103,891.84	77,584,934,804
Nov 4, 2025	106,541.42	107,264.88	98,962.06	101,590.52	101,590.52	110,967,184,773
Nov 3, 2025	110,646.91	110,764.91	105,336.36	106,547.52	106,547.52	72,852,006,359
Nov 2, 2025	110,064.43	111,167.31	109,523.45	110,639.63	110,639.63	34,284,209,459
Nov 1, 2025	109,558.63	110,574.90	109,372.95	110,064.02	110,064.02	25,871,668,762
Oct 31, 2025	108,304.41	111,031.82	108,288.27	109,556.16	109,556.16	60,090,359,560
Oct 30, 2025	110,059.20	111,612.35	106,376.69	108,305.55	108,305.55	69,673,964,814
Oct 29, 2025	112,921.33	113,642.73	109,368.72	110,055.30	110,055.30	62,192,043,469
Oct 28, 2025	114,129.09	116,078.98	112,291.68	112,956.16	112,956.16	64,528,066,504
Oct 27, 2025	114,479.85	116,273.31	113,882.29	114,119.33	114,119.33	61,761,358,733
Oct 26, 2025	111,639.05	115,260.91	111,268.48	114,472.45	114,472.45	41,708,524,143
Oct 25, 2025	111,032.62	111,947.70	110,704.41	111,641.73	111,641.73	24,707,667,305
Oct 24, 2025	110,069.35	111,842.53	109,770.15	111,033.92	111,033.92	48,160,816,980
Oct 23, 2025	107,679.44	111,288.59	107,548.43	110,069.73	110,069.73	54,944,076,060
Oct 22, 2025	108,491.53	109,115.13	106,778.00	107,688.59	107,688.59	80,807,013,218
Oct 21, 2025	110,587.63	113,996.34	107,534.75	108,476.89	108,476.89	101,194,375,480
Oct 20, 2025	108,667.45	111,711.03	107,485.02	110,588.93	110,588.93	63,507,793,085
Oct 19, 2025	107,204.31	109,488.99	106,157.79	108,666.71	108,666.71	47,657,008,953
Oct 18, 2025	106,483.73	107,490.98	106,387.45	107,198.27	107,198.27	37,779,905,278
Oct 17, 2025	108,179.13	109,235.80	103,598.43	106,467.79	106,467.79	99,703,051,669
Oct 16, 2025	110,782.17	111,990.81	107,537.03	108,186.04	108,186.04	87,306,423,067
Oct 15, 2025	113,113.97	113,622.38	110,235.84	110,783.16	110,783.16	72,574,132,855
Oct 14, 2025	115,264.88	115,502.88	110,029.48	113,118.66	113,118.66	92,212,917,403
Oct 13, 2025	115,161.68	116,020.48	113,821.19	115,271.08	115,271.08	71,582,026,739
Oct 12, 2025	110,811.52	115,805.06	109,715.54	115,169.77	115,169.77	93,710,414,091
Oct 11, 2025	113,236.43	113,429.73	109,760.56	110,807.88	110,807.88	110,236,934,340
Oct 10, 2025	121,704.74	122,509.66	104,582.41	113,214.37	113,214.37	153,125,018,868
Oct 9, 2025	123,337.07	123,739.34	119,812.03	121,705.59	121,705.59	74,653,009,425
Oct 8, 2025	121,448.35	124,167.09	121,119.18	123,354.87	123,354.87	65,354,305,286
Oct 7, 2025	124,752.14	125,184.02	120,681.97	121,451.38	121,451.38	76,149,412,513
Oct 6, 2025	123,510.45	126,198.07	123,196.05	124,752.53	124,752.53	72,568,881,188
Oct 5, 2025	122,419.67	125,559.21	122,191.96	123,513.48	123,513.48	73,689,317,763
Oct 4, 2025	122,267.47	122,857.64	121,577.57	122,425.43	122,425.43	36,769,171,735
Oct 3, 2025	120,656.98	123,944.70	119,344.31	122,266.53	122,266.53	83,941,392,228
Oct 2, 2025	118,652.38	121,086.41	118,383.16	120,681.26	120,681.26	71,415,163,912
Oct 1, 2025	114,057.59	118,648.93	113,981.40	118,648.93	118,648.93	71,328,680,132
Sep 30, 2025	114,396.52	114,836.62	112,740.56	114,056.09	114,056.09	58,986,330,258
Sep 29, 2025	112,117.88	114,473.57	111,589.95	114,400.38	114,400.38	60,000,147,466
Sep 28, 2025	109,681.95	112,375.48	109,236.95	112,122.64	112,122.64	33,371,048,505
Sep 27, 2025	109,707.14	109,778.50	109,144.30	109,681.95	109,681.95	26,308,042,910
Sep 26, 2025	109,041.30	110,359.20	108,728.98	109,712.83	109,712.83	57,738,288,949
Sep 25, 2025	113,330.16	113,541.09	108,713.40	109,049.29	109,049.29	75,528,654,284
Sep 24, 2025	112,007.66	113,986.27	111,229.64	113,328.63	113,328.63	48,044,595,085
Sep 23, 2025	112,757.48	113,351.91	111,535.57	112,014.50	112,014.50	47,211,853,279
Sep 22, 2025	115,309.22	115,431.31	112,037.65	112,748.51	112,748.51	70,684,158,591
Sep 21, 2025	115,730.23	115,901.09	115,252.58	115,306.09	115,306.09	22,495,852,193
Sep 20, 2025	115,691.13	116,191.15	115,473.52	115,721.96	115,721.96	22,864,449,614
Sep 19, 2025	117,137.67	117,479.76	115,141.82	115,688.86	115,688.86	38,828,473,971
Sep 18, 2025	116,461.27	117,911.79	116,188.80	117,137.20	117,137.20	49,457,272,032
Sep 17, 2025	116,840.51	117,328.61	114,794.98	116,468.51	116,468.51	60,528,025,996
Sep 16, 2025	115,423.76	117,005.27	114,813.09	116,843.19	116,843.19	45,781,744,593
Sep 15, 2025	115,399.63	116,747.88	114,461.06	115,444.88	115,444.88	52,937,859,416
Sep 14, 2025	115,950.29	116,181.50	115,222.40	115,407.66	115,407.66	32,798,036,057
Sep 13, 2025	116,093.56	116,334.63	115,248.27	115,950.51	115,950.51	34,549,454,947
Sep 12, 2025	115,507.79	116,769.38	114,794.48	116,101.58	116,101.58	54,785,725,894
Sep 11, 2025	113,961.43	115,522.55	113,453.84	115,507.54	115,507.54	45,685,065,332
Sep 10, 2025	111,531.25	114,275.25	110,940.08	113,955.36	113,955.36	56,377,473,784
Sep 9, 2025	112,077.58	113,225.44	110,776.70	111,530.55	111,530.55	45,984,480,722
Sep 8, 2025	111,163.02	112,869.23	110,630.61	112,071.43	112,071.43	40,212,813,407
Sep 7, 2025	110,221.33	111,591.08	110,211.63	111,167.62	111,167.62	24,618,007,520
Sep 6, 2025	110,650.57	111,275.02	110,024.09	110,224.70	110,224.70	21,500,719,036
Sep 5, 2025	110,723.02	113,357.49	110,233.40	110,650.98	110,650.98	60,241,647,677
Sep 4, 2025	111,718.15	112,208.33	109,347.23	110,723.60	110,723.60	60,131,132,901
Sep 3, 2025	111,190.70	112,600.23	110,582.96	111,723.21	111,723.21	61,119,643,565
Sep 2, 2025	109,243.07	111,748.02	108,454.03	111,200.59	111,200.59	74,776,999,491
Sep 1, 2025	108,228.75	109,890.59	107,271.18	109,250.59	109,250.59	66,870,372,995
Aug 31, 2025	108,818.46	109,491.00	108,104.66	108,236.71	108,236.71	47,986,191,770
Aug 30, 2025	108,409.41	108,929.35	107,444.45	108,808.07	108,808.07	51,486,264,208
Aug 29, 2025	112,550.52	112,619.05	107,559.63	108,410.84	108,410.84	77,843,379,644
Aug 28, 2025	111,219.05	113,450.08	110,900.92	112,544.80	112,544.80	58,860,155,962
Aug 27, 2025	111,795.71	112,619.41	110,398.27	111,222.06	111,222.06	62,137,056,409
Aug 26, 2025	110,124.10	112,397.02	108,762.04	111,802.66	111,802.66	69,396,320,317
Aug 25, 2025	113,456.90	113,637.84	109,324.28	110,124.35	110,124.35	85,706,860,190
Aug 24, 2025	115,387.39	115,615.09	111,060.55	113,458.43	113,458.43	73,961,489,632
Aug 23, 2025	116,866.37	116,996.25	114,536.11	115,374.33	115,374.33	55,377,142,586
Aug 22, 2025	112,433.73	117,377.40	111,678.95	116,874.09	116,874.09	82,528,088,240
Aug 21, 2025	114,275.69	114,802.65	111,986.23	112,419.03	112,419.03	57,817,883,700
Aug 20, 2025	112,828.02	114,625.80	112,387.96	114,274.74	114,274.74	67,993,811,526
Aug 19, 2025	116,241.86	116,764.50	112,730.40	112,831.18	112,831.18	71,657,600,353
Aug 18, 2025	117,453.91	117,614.17	114,723.68	116,252.31	116,252.31	72,787,808,090
Aug 17, 2025	117,492.79	118,595.77	117,279.52	117,453.06	117,453.06	45,852,169,525
Aug 16, 2025	117,398.42	117,996.06	117,271.95	117,491.35	117,491.35	48,036,922,378
Aug 15, 2025	118,365.78	119,332.31	116,864.57	117,398.35	117,398.35	68,665,353,159
Aug 14, 2025	123,339.40	124,457.12	117,254.88	118,359.58	118,359.58	104,055,627,395
Aug 13, 2025	120,168.98	123,682.45	118,939.63	123,344.06	123,344.06	90,904,808,795
Aug 12, 2025	118,717.66	120,302.47	118,228.72	120,172.91	120,172.91	72,803,657,984
Aug 11, 2025	119,306.81	122,321.09	118,159.03	118,731.45	118,731.45	90,528,784,177
Aug 10, 2025	116,497.72	119,320.71	116,485.16	119,306.76	119,306.76	64,755,458,694
Aug 9, 2025	116,678.27	117,906.61	116,363.84	116,500.36	116,500.36	54,004,312,429
Aug 8, 2025	117,505.50	117,689.20	115,917.46	116,688.73	116,688.73	59,713,005,166
Aug 7, 2025	115,030.05	117,676.91	114,279.71	117,496.90	117,496.90	64,051,649,681
Aug 6, 2025	114,140.91	115,737.84	113,372.25	115,028.00	115,028.00	56,379,133,510
Aug 5, 2025	115,072.19	115,117.44	112,701.11	114,141.45	114,141.45	61,039,182,286
Aug 4, 2025	114,223.92	115,729.47	114,130.41	115,071.88	115,071.88	35,783,028,986
Aug 3, 2025	112,525.80	114,747.42	111,943.80	114,217.67	114,217.67	48,099,615,826
Aug 2, 2025	113,320.39	114,021.60	112,005.77	112,526.91	112,526.91	56,870,866,000
Aug 1, 2025	115,738.95	116,060.77	112,724.45	113,320.09	113,320.09	91,294,530,181
Jul 31, 2025	117,833.63	118,919.98	115,505.22	115,758.20	115,758.20	69,370,346,018
Jul 30, 2025	117,921.99	118,780.73	115,800.83	117,831.19	117,831.19	68,896,148,592
Jul 29, 2025	117,938.59	119,273.87	116,987.37	117,922.15	117,922.15	68,463,107,433
Jul 28, 2025	119,457.52	119,819.79	117,441.44	117,924.48	117,924.48	64,822,943,193
Jul 27, 2025	117,944.73	119,815.59	117,859.69	119,448.49	119,448.49	54,683,390,892
Jul 26, 2025	117,644.84	118,335.69	117,181.23	117,947.37	117,947.37	48,508,954,046
Jul 25, 2025	118,368.00	118,486.98	114,759.82	117,635.88	117,635.88	104,857,024,569
Jul 24, 2025	118,770.98	119,535.45	117,247.97	118,368.00	118,368.00	72,627,318,560
Jul 23, 2025	119,997.45	120,113.35	117,391.39	118,754.96	118,754.96	66,608,604,537
Jul 22, 2025	117,426.50	120,269.97	116,233.23	119,995.41	119,995.41	79,217,583,118
Jul 21, 2025	117,306.47	119,671.56	116,584.40	117,439.54	117,439.54	69,820,091,744
Jul 20, 2025	117,944.11	118,865.03	116,550.13	117,300.79	117,300.79	57,515,447,231
Jul 19, 2025	117,998.13	118,541.40	117,388.41	117,939.98	117,939.98	47,564,562,765
Jul 18, 2025	119,284.11	120,851.91	116,925.98	118,003.23	118,003.23	77,945,799,785
Jul 17, 2025	118,738.51	120,999.61	117,508.22	119,289.84	119,289.84	72,363,841,798
Jul 16, 2025	117,777.19	120,065.52	117,064.82	118,738.51	118,738.51	72,162,029,070
Jul 15, 2025	119,853.85	119,935.56	115,765.69	117,777.19	117,777.19	98,321,661,181
Jul 14, 2025	119,115.79	123,091.61	118,959.20	119,849.70	119,849.70	181,746,419,401
Jul 13, 2025	117,432.20	119,449.57	117,265.44	119,116.12	119,116.12	49,021,091,807
Jul 12, 2025	117,530.71	118,219.90	116,977.02	117,435.23	117,435.23	45,524,560,304
Jul 11, 2025	115,986.23	118,856.48	115,245.69	117,516.99	117,516.99	86,928,361,085
Jul 10, 2025	111,329.20	116,608.78	110,660.75	115,987.20	115,987.20	95,911,605,728
Jul 9, 2025	108,950.27	111,925.38	108,357.68	111,326.55	111,326.55	57,927,418,065
Jul 8, 2025	108,298.23	109,198.97	107,499.55	108,950.27	108,950.27	44,282,204,127
Jul 7, 2025	109,235.33	109,710.25	107,527.05	108,299.85	108,299.85	45,415,696,597
Jul 6, 2025	108,231.19	109,731.63	107,847.02	109,232.07	109,232.07	36,746,020,463
Jul 5, 2025	108,015.84	108,381.34	107,842.27	108,231.18	108,231.18	30,615,537,520
Jul 4, 2025	109,635.66	109,751.98	107,296.38	108,034.34	108,034.34	42,616,442,656
Jul 3, 2025	108,845.02	110,541.46	108,605.80	109,647.98	109,647.98	50,494,742,270
Jul 2, 2025	105,703.10	109,763.66	105,157.40	108,859.32	108,859.32	56,248,657,737
Jul 1, 2025	107,144.38	107,550.68	105,270.23	105,698.28	105,698.28	44,110,692,247
Jun 30, 2025	108,383.44	108,798.79	106,759.65	107,135.34	107,135.34	42,064,804,590
Jun 29, 2025	107,327.82	108,526.30	107,230.11	108,385.57	108,385.57	35,534,874,438
Jun 28, 2025	107,090.55	107,567.88	106,883.98	107,327.70	107,327.70	30,037,708,335
Jun 27, 2025	106,954.92	107,772.47	106,449.99	107,088.43	107,088.43	45,353,692,675
Jun 26, 2025	107,375.07	108,305.55	106,666.35	106,960.00	106,960.00	43,891,990,613
Jun 25, 2025	106,047.41	108,168.40	105,881.39	107,361.26	107,361.26	51,624,120,283
Jun 24, 2025	105,571.52	106,316.83	104,740.24	106,045.63	106,045.63	48,822,986,421
Jun 23, 2025	100,987.48	106,116.86	99,705.75	105,577.77	105,577.77	65,237,759,656
Jun 22, 2025	102,212.03	103,351.63	98,286.20	100,987.14	100,987.14	65,536,997,201
Jun 21, 2025	103,315.08	104,015.78	100,973.06	102,257.41	102,257.41	38,360,555,118
Jun 20, 2025	104,681.03	106,539.38	102,372.21	103,309.60	103,309.60	50,951,862,476
Jun 19, 2025	104,886.77	105,250.89	103,940.77	104,684.29	104,684.29	37,333,806,920
Jun 18, 2025	104,602.07	105,581.85	103,602.27	104,883.33	104,883.33	47,318,089,133
Jun 17, 2025	106,794.12	107,750.20	103,396.53	104,601.12	104,601.12	55,964,092,176
Jun 16, 2025	105,555.59	108,915.38	104,997.63	106,796.76	106,796.76	50,366,626,945
Jun 15, 2025	105,464.84	106,157.10	104,519.88	105,552.02	105,552.02	36,744,307,742
Jun 14, 2025	106,108.09	106,203.76	104,379.37	105,472.41	105,472.41	38,007,870,453
Jun 13, 2025	105,924.59	106,182.55	102,822.02	106,090.97	106,090.97	69,550,440,846
Jun 12, 2025	108,685.91	108,780.70	105,785.69	105,929.05	105,929.05	54,843,867,968
Jun 11, 2025	110,261.80	110,384.22	108,086.33	108,686.63	108,686.63	50,842,662,052
Jun 10, 2025	110,295.69	110,380.13	108,367.71	110,257.23	110,257.23	54,700,101,509
Jun 9, 2025	105,793.02	110,561.42	105,400.23	110,294.10	110,294.10	55,903,193,732
Jun 8, 2025	105,617.51	106,497.06	105,075.33	105,793.65	105,793.65	36,626,232,328
Jun 7, 2025	104,390.65	105,972.76	103,987.31	105,615.63	105,615.63	38,365,033,776
Jun 6, 2025	101,574.37	105,376.77	101,169.57	104,390.34	104,390.34	48,856,653,697
Jun 5, 2025	104,750.78	105,936.69	100,436.88	101,575.95	101,575.95	57,479,298,400
Jun 4, 2025	105,434.37	105,997.70	104,232.70	104,731.98	104,731.98	44,544,857,105
Jun 3, 2025	105,888.48	106,813.58	104,920.84	105,432.47	105,432.47	46,196,508,367
Jun 2, 2025	105,649.81	105,958.31	103,727.55	105,881.53	105,881.53	45,819,706,290
Jun 1, 2025	104,637.30	105,884.55	103,826.95	105,652.10	105,652.10	37,397,056,873
May 31, 2025	103,994.72	104,927.10	103,136.12	104,638.09	104,638.09	38,997,843,858
May 30, 2025	105,646.21	106,308.95	103,685.79	103,998.57	103,998.57	57,655,287,183
May 29, 2025	107,795.57	108,910.05	105,374.40	105,641.76	105,641.76	56,022,752,042
May 28, 2025	108,992.17	109,298.29	106,812.93	107,802.33	107,802.33	49,155,377,493
May 27, 2025	109,440.41	110,744.21	107,609.55	108,994.64	108,994.64	57,450,176,272
May 26, 2025	109,023.78	110,376.88	108,735.64	109,440.37	109,440.37	45,950,461,571
May 25, 2025	107,802.27	109,313.30	106,683.38	109,035.39	109,035.39	47,518,041,841
May 24, 2025	107,278.51	109,454.52	106,895.29	107,791.16	107,791.16	45,903,627,163
May 23, 2025	111,679.36	111,798.91	106,841.30	107,287.80	107,287.80	67,548,133,399
May 22, 2025	109,673.49	111,970.17	109,285.07	111,673.28	111,673.28	70,157,575,642
May 21, 2025	106,791.31	110,724.46	106,127.23	109,678.08	109,678.08	78,086,364,051
May 20, 2025	105,605.41	107,307.12	104,206.52	106,791.09	106,791.09	36,515,726,122
May 19, 2025	106,430.53	107,068.72	102,112.69	105,606.18	105,606.18	61,761,126,647
May 18, 2025	103,186.95	106,597.17	103,142.60	106,446.01	106,446.01	49,887,082,058
May 17, 2025	103,489.29	103,716.95	102,659.18	103,191.09	103,191.09	37,898,552,742
May 16, 2025	103,735.66	104,533.48	103,137.48	103,489.29	103,489.29	44,386,499,364
May 15, 2025	103,538.83	104,153.62	101,440.81	103,744.64	103,744.64	50,408,241,840
May 14, 2025	104,167.33	104,303.56	102,618.30	103,539.41	103,539.41	45,956,071,155
May 13, 2025	102,812.49	104,997.42	101,515.09	104,169.81	104,169.81	52,608,876,410
May 12, 2025	104,106.96	105,747.45	100,814.41	102,812.95	102,812.95	63,250,475,404
May 11, 2025	104,701.07	104,937.99	103,364.74	104,106.36	104,106.36	46,285,517,406
May 10, 2025	102,973.71	104,961.77	102,830.48	104,696.33	104,696.33	42,276,713,994
May 9, 2025	103,239.13	104,297.49	102,343.09	102,970.85	102,970.85	58,198,593,958
May 8, 2025	97,034.25	103,969.54	96,913.88	103,241.46	103,241.46	69,895,404,397
May 7, 2025	96,800.20	97,625.80	95,829.34	97,032.32	97,032.32	76,983,822,462
May 6, 2025	94,748.38	96,889.18	93,399.86	96,802.48	96,802.48	26,551,275,827
May 5, 2025	94,319.56	95,193.19	93,566.27	94,748.05	94,748.05	25,816,260,327
May 4, 2025	95,877.19	96,318.92	94,173.43	94,315.98	94,315.98	18,198,688,416
May 3, 2025	96,904.63	96,943.88	95,821.29	95,891.80	95,891.80	15,775,154,889
May 2, 2025	96,494.97	97,905.90	96,375.95	96,910.07	96,910.07	26,421,924,677
May 1, 2025	94,212.86	97,437.96	94,153.63	96,492.34	96,492.34	32,875,889,623
Apr 30, 2025	94,286.47	95,249.32	92,979.64	94,207.31	94,207.31	28,344,679,831
Apr 29, 2025	94,981.86	95,485.41	93,796.63	94,284.79	94,284.79	25,806,129,921
Apr 28, 2025	93,755.30	95,598.49	92,860.80	94,978.75	94,978.75	32,363,449,569
Apr 27, 2025	94,660.91	95,301.20	93,665.40	93,754.84	93,754.84	18,090,367,764
Apr 26, 2025	94,714.65	95,251.36	93,927.25	94,646.93	94,646.93	17,612,825,123
